RDA label,RDA IRI,pseudo-Turtle,Kiegel syntax
is succeeded by work (RDA 24.5),http://rdaregistry.info/Elements/w/P10170,"bf:succeededBy <P10170value> .
# with literal value
bf:succeededBy [ a bf:Work ;
  rdfs:label ""P10170value"" ] .","succeededBy*
or
succeededBy >> Work > rdfs:label"
is digested as work (RDA 24.5),http://rdaregistry.info/Elements/w/P10171,"bf:hasDerivative <P10171value> .
# with literal value
bf:hasDerivative [ a bf:Work ;
    rdfs:label ""P10171value"" ] .","hasDerivative*
or
hasDerivative >> Work > rdfs:label
"
has supplement work (RDA 24.5),http://rdaregistry.info/Elements/w/P10172,"bf:supplement <P10172value> .
# with literal value
bf:supplement [ a bf:Work ;
  rdfs:label ""P10172value"" ] .","supplement*
or
supplement >> Work > rdfs:label
"
is screenplay for motion picture work (RDA 24.5),http://rdaregistry.info/Elements/w/P10173,"bf:accompanies <P10173value> .
# with literal value
bf:accompanies [ a bf:Work ;
  rdfs:label ""P10173value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
is screenplay for television program work (RDA 24.5),http://rdaregistry.info/Elements/w/P10174,"bf:accompanies <P10174value> .
# with literal value
bf:accompanies [ a bf:Work ;
  rdfs:label ""P10174value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
is screenplay for video work (RDA 24.5),http://rdaregistry.info/Elements/w/P10175,"bf:accompanies <P10175value> .
# with literal value
bf:accompanies [ a bf:Work ;
rdfs:label ""P10175value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
is script for radio program work (RDA 24.5),http://rdaregistry.info/Elements/w/P10176,"bf:accompanies <P10176value> .
# with literal value
bf:accompanies [ a bf:Work ;
rdfs:label ""P10176value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
is addenda to work (RDA 24.5),http://rdaregistry.info/Elements/w/P10177,"bf:accompanies <P10177value> .
# with literal value
bf:accompanies [ a bf:Work ;
rdfs:label ""P10177value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
is review of work (RDA 23.5),http://rdaregistry.info/Elements/w/P10178,"bf:subject <P10178value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10178value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is summary of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10179,"bf:derivativeOf <P10179value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10179value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
is catalogue of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10180,"bf:accompanies <P10180value> .
# with literal value
bf:accompanies [ a bf:Work ;
rdfs:label ""P10180value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
is concordance to work (RDA 24.5),http://rdaregistry.info/Elements/w/P10181,"bf:accompanies <P10181value> .
# with literal value
bf:accompanies [ a bf:Work ;
rdfs:label ""P10181value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
is critique of work (RDA 23.5),http://rdaregistry.info/Elements/w/P10182,"bf:subject <P10182value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10182value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is choreographic adaptation of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10183,"bf:derivativeOf <P10183value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10183value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
is expanded version of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10184,"bf:derivativeOf <P10184value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10184value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
is remake of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10185,"bf:derivativeOf <P10185value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10185value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
is paraphrase of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10186,"bf:derivativeOf <P10186value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10186value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
is commentary on work (RDA 23.5),http://rdaregistry.info/Elements/w/P10187,"bf:subject <P10187value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10187value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is index to work (RDA 24.5),http://rdaregistry.info/Elements/w/P10188,"bf:indexOf <P10188value> .
# with literal value
bf:indexOf [ a bf:Work ;
rdfs:label ""P10188value"" ] .","indexOf*
or
indexOf >> Work > rdfs:label
"
is libretto based on work (RDA 24.5),http://rdaregistry.info/Elements/w/P10189,"bf:derivativeOf <P10189value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10189value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
is based on work (RDA 24.5),http://rdaregistry.info/Elements/w/P10190,"bf:derivativeOf <P10190value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10190value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
is continued by work (RDA 24.5),http://rdaregistry.info/Elements/w/P10191,"bf:continuedBy <P10191value> .
# with literal value
bf:continuedBy [ a bf:Work ;
rdfs:label ""P10191value"" ] .","continuedBy*
or
continuedBy >> Work > rdfs:label"
is augmentation of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10192,"bf:accompanies <P10292value> .
# with literal value
bf:accompanies [ a bf:Work ;
rdfs:label ""P10292value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
is abstracts for work (RDA 24.5),http://rdaregistry.info/Elements/w/P10193,"bf:derivativeOf <P10193value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10193value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
is indexing for work (RDA 24.5),http://rdaregistry.info/Elements/w/P10194,"bf:derivativeOf <P10194value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10194value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
is imitation of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10196,"bf:derivativeOf <P10196value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10196value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
is parody of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10197,"bf:derivativeOf <P10197value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10197value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
has related work of work,http://rdaregistry.info/Elements/w/P10198,"bf:relatedTo <P10198value> .
# with literal value
bf:relatedTo [ a bf:Work ;
   rdfs:label ""P10198value"" ] .","relatedTo*
or
relatedTo >> Work > rdfs:label
"
has epoch (RDA 7.6),http://rdaregistry.info/Elements/w/P10199,not mapped,not mapped
has landscape architect agent (RDA 18.5),http://rdaregistry.info/Elements/w/P10200,"bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/lsa> ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P10200value"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/lsa> ;
   bf:agent <P10200value> ] .","contribution >> Contribution > role=<http://id.loc.gov/vocabulary/relators/lsa> > agent >> Agent > rdfs:label
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/lsa>"
is finding aid for work (RDA 24.5),http://rdaregistry.info/Elements/w/P10201,"
bf:findingAidOf <P10201value> .
# with literal value
bf:findingAidOf [ a bf:Work ;
  rdfs:label ""P10201value"" ] .","findingAidOf*
or
findingAidOf >> Work > rdfs:label"
has sculptor agent (RDA 18.5),http://rdaregistry.info/Elements/w/P10202,"bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/scl> ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P10202value"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/scl> ;
   bf:agent <P10202value> ] .","contribution >> Contribution > role=<http://id.loc.gov/vocabulary/relators/scl> > agent >> Agent > rdfs:label
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/scl>"
has screenwriter agent (RDA 18.5),http://rdaregistry.info/Elements/w/P10203,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P10203value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/aus> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P10203value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/aus> ] . ","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/aus>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/aus>"
has lyricist agent (RDA 18.5),http://rdaregistry.info/Elements/w/P10204,"bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/lyr> ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P10204value"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/lyr> ;
   bf:agent <P10204value> ] .","contribution >> Contribution > role=<http://id.loc.gov/vocabulary/relators/lyr> > agent >> Agent > rdfs:label
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/lyr>"
has librettist agent (RDA 18.5),http://rdaregistry.info/Elements/w/P10205,"bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/lbt> ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P10205value"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/lbt> ;
   bf:agent <P10205value> ] .","contribution >> Contribution > role=<http://id.loc.gov/vocabulary/relators/lbt> > agent >> Agent > rdfs:label
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/lbt>"
is replacement in part of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10206,"bf:replacementOf <P10206value> .
# with literal value
bf:replacementOf [ a bf:Work ;
  rdfs:label ""P10206value"" ] .","replacementOf*
or
replacementOf >> Work > rdfs:label"
is replacement of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10207,"bf:replacementOf <P10207value> .
# with literal value
bf:replacementOf [ a bf:Work ;
  rdfs:label ""P10207value"" ] .","replacementOf*
or
replacementOf >> Work > rdfs:label"
has dissertation or thesis information (RDA 7.9),http://rdaregistry.info/Elements/w/P10209,"bf:dissertation [ a bf:Dissertation ;
      rdfs:label ""P10209value"" ] .",dissertation >> Dissertation > rdfs:label
has history of work (RDA 6.7),http://rdaregistry.info/Elements/w/P10210,"bf:historyOfWork ""P10210value"" .",historyOfWork
is split into work (RDA 24.5),http://rdaregistry.info/Elements/w/P10211,"bf:splitInto <P10211value> .
# with literal value
bf:splitInto [ a bf:Work ;
rdfs:label ""P10211value"" ] .","splitInto*
or
splitInto >> Work > rdfs:label"
is merged to form work (RDA 24.5),http://rdaregistry.info/Elements/w/P10212,"bf:mergedToForm <P10212value> .
# with literal value
bf:mergedToForm [ a bf:Work ;
rdfs:label ""P10212value"" ] .","mergedToForm*
or
mergedToForm >> Work > rdfs:label"
is merger of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10213,"bf:mergerOf <P10213value> .
# with literal value
bf:mergerOf [ a bf:Work ;
rdfs:label ""P10213value"" ] .","mergerOf*
or
mergerOf >> Work > rdfs:label"
has equinox (RDA 7.5),http://rdaregistry.info/Elements/w/P10214,not mapped,not mapped
has year degree granted (RDA 7.9.4),http://rdaregistry.info/Elements/w/P10215,"bf:dissertation [ a bf:Dissertation ;
      bf:date  ""P10215value"" ] .",dissertation >> Dissertation > date
has coverage of content (RDA 7.3),http://rdaregistry.info/Elements/w/P10216,"bf:note [ a bf:Note ;
   rdfs:label ""P10216value"" ;
   bf:noteType ""coverage of content"" ] .","note >> Note > rdfs:label > noteType=""coverage of content"""
has intended audience of representative expression (RDA 7.7),http://rdaregistry.info/Elements/w/P10217,"bf:intendedAudience <P10217value> .
# with literal value
bf:intendedAudience [ a bf:IntendedAudience ;
   rdfs:label ""P10217value"" ] .","intendedAudience*
or
intendedAudience >> IntendedAudience > rdfs:label"
has place of origin of work (RDA 6.5),http://rdaregistry.info/Elements/w/P10218,"bf:originPlace <P10218value> .
# with literal value
bf:originPlace [ a bf:Place ;
   rdfs:label ""P10218value"" ] .","originPlace*
or
originPlace >> Place > rdfs:label"
has date of work (RDA 6.4),http://rdaregistry.info/Elements/w/P10219,"bf:originDate ""P10219value"" .",originDate
has medium of performance of musical content of representative expression (RDA 6.15),http://rdaregistry.info/Elements/w/P10220,not mapped,not mapped
has key of representative expression (RDA 6.17),http://rdaregistry.info/Elements/w/P10221,not mapped,not mapped
has nature of content (RDA 7.2),http://rdaregistry.info/Elements/w/P10222,"bf:natureOfContent ""P10222value"" .",natureOfContent
has preferred title of work (*) (RDA 6.2.2),http://rdaregistry.info/Elements/w/P10223,"rdfs:label ""P10223value"" ;
bf:title [ a bf:Title;
   bf:mainTitle ""P10223value"" ] . ",title >> Title > mainTitle
is absorption of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10224,"bf:absorbed <P10224value> .
# with literal value
bf:absorbed [ a bf:Work ;
rdfs:label ""P10224value"" ] .","absorbed*
or
absorbed >> Work > rdfs:label
"
is absorption in part of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10225,"bf:absorbed <P10225value> .
# with literal value
bf:absorbed [ a bf:Work ;
rdfs:label ""P10225value"" ] .","absorbed*
or
absorbed >> Work > rdfs:label
"
is continuation of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10226,"bf:continues <P10226value> .
# with literal value
bf:continues  [ a bf:Work ;
rdfs:label ""P10226value"" ] .","continues*
or
continues >> Work > rdfs:label
"
is musical theatre adaptation of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10233,"bf:derivativeOf <P10233value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10233value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
is opera adaptation of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10234,"bf:derivativeOf <P10234value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10234value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
is adapted as musical theatre work (RDA 24.5),http://rdaregistry.info/Elements/w/P10235,"bf:hasDerivative <P10235value> .
# with literal value
bf:hasDerivative [ a bf:Work ;
    rdfs:label ""P10235value"" ] .","hasDerivative*
or
hasDerivative >> Work > rdfs:label
"
is adapted as opera work (RDA 24.5),http://rdaregistry.info/Elements/w/P10236,"bf:hasDerivative <P10236value> .
# with literal value
bf:hasDerivative [ a bf:Work ;
    rdfs:label ""P10236value"" ] .","hasDerivative*
or
hasDerivative >> Work > rdfs:label
"
has music work (RDA 24.5),http://rdaregistry.info/Elements/w/P10237,"bf:accompaniedBy <P10237value> .
# with literal value
bf:accompaniedBy [ a bf:Work ;
rdfs:label ""P10237value"" ] .","accompaniedBy*
or
accompaniedBy >> Work > rdfs:label
"
is music for work (RDA 24.5),http://rdaregistry.info/Elements/w/P10238,"bf:accompanies <P10238value> .
# with literal value
bf:accompanies [ a bf:Work ;
rdfs:label ""P10238value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
has video music work (RDA 24.5),http://rdaregistry.info/Elements/w/P10239,"bf:accompaniedBy <P10239value> .
# with literal value
bf:accompaniedBy [ a bf:Work ;
rdfs:label ""P10239value"" ] .","accompaniedBy*
or
accompaniedBy >> Work > rdfs:label
"
is music for video work (RDA 24.5),http://rdaregistry.info/Elements/w/P10240,"bf:accompanies <P10240value> .
# with literal value
bf:accompanies [ a bf:Work ;
rdfs:label ""P10240value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
has television program music work (RDA 24.5),http://rdaregistry.info/Elements/w/P10241,"bf:accompaniedBy <P10241value> .
# with literal value
bf:accompaniedBy [ a bf:Work ;
rdfs:label ""P10241value"" ] .","accompaniedBy*
or
accompaniedBy >> Work > rdfs:label
"
is music for television program work (RDA 24.5),http://rdaregistry.info/Elements/w/P10242,"bf:accompanies <P10242value> .
# with literal value
bf:accompanies [ a bf:Work ;
rdfs:label ""P10242value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
has radio program music work (RDA 24.5),http://rdaregistry.info/Elements/w/P10243,"bf:accompaniedBy <P10243value> .
# with literal value
bf:accompaniedBy [ a bf:Work ;
rdfs:label ""P10243value"" ] .","accompaniedBy*
or
accompaniedBy >> Work > rdfs:label
"
is music for radio program work (RDA 24.5),http://rdaregistry.info/Elements/w/P10244,"bf:accompanies <P10244value> .
# with literal value
bf:accompanies [ a bf:Work ;
rdfs:label ""P10244value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
is music for motion picture work (RDA 24.5),http://rdaregistry.info/Elements/w/P10245,"bf:accompanies <P10245value> .
# with literal value
bf:accompanies [ a bf:Work ;
rdfs:label ""P10245value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
has motion picture music work (RDA 24.5),http://rdaregistry.info/Elements/w/P10246,"bf:accompaniedBy <P10246value> .
# with literal value
bf:accompaniedBy [ a bf:Work ;
rdfs:label ""P10246value"" ] .","accompaniedBy*
or
accompaniedBy >> Work > rdfs:label
"
has choreography work (RDA 24.5),http://rdaregistry.info/Elements/w/P10247,"bf:accompaniedBy <P10247value> .
# with literal value
bf:accompaniedBy [ a bf:Work ;
rdfs:label ""P10247value"" ] .","accompaniedBy*
or
accompaniedBy >> Work > rdfs:label
"
is choreography for work (RDA 24.5),http://rdaregistry.info/Elements/w/P10248,"bf:accompanies <P10248value> .
# with literal value
bf:accompanies [ a bf:Work ;
rdfs:label ""P10248value"" ] .","accompanies*
or
accompanies >> Work > rdfs:label
"
is adapted as video game work (RDA 24.5),http://rdaregistry.info/Elements/w/P10249,"bf:hasDerivative <P10249value> .
# with literal value
bf:hasDerivative [ a bf:Work ;
    rdfs:label ""P10249value"" ] .","hasDerivative*
or
hasDerivative >> Work > rdfs:label
"
is video game adaptation of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10250,"bf:derivativeOf <P10250value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10250value"" ] .","drivativeOf
or
derivativeOf >> Work > rdfs:label"
is adapted as graphic novel work (RDA 24.5),http://rdaregistry.info/Elements/w/P10251,"bf:hasDerivative <P10251value> .
# with literal value
bf:hasDerivative [ a bf:Work ;
    rdfs:label ""P10251value"" ] .","hasDerivative*
or
hasDerivative >> Work > rdfs:label
"
is graphic novelization of work (RDA 24.5),http://rdaregistry.info/Elements/w/P10252,"bf:derivativeOf <P10252value> .
# with literal value
bf:derivativeOf [ a bf:Work ;
   rdfs:label ""P10252value"" ] .","derivativeOf*
or
derivativeOf >> Work > rdfs:label"
has calligrapher agent (RDA 18.5),http://rdaregistry.info/Elements/w/P10253,"bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/cll> ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P10253value"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/cll> ;
   bf:agent <P10253value> ] .","contribution >> Contribution > role=<http://id.loc.gov/vocabulary/relators/cll> > agent >> Agent > rdfs:label
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cll>"
has book artist agent (RDA 18.5),http://rdaregistry.info/Elements/w/P10254,"bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/art> ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P10254value"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/art> ;
   bf:agent <P10254value> ] .","contribution >> Contribution > role=<http://id.loc.gov/vocabulary/relators/art> > agent >> Agent > rdfs:label
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/art>"
has rapporteur agent (RDA 18.5),http://rdaregistry.info/Elements/w/P10255,"bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/aut> ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P10255value"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/aut> ;
   bf:agent <P10255value> ] .","contribution >> Contribution > role=<http://id.loc.gov/vocabulary/relators/aut> > agent >> Agent > rdfs:label
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/aut>"
has subject (RDA 23.4),http://rdaregistry.info/Elements/w/P10256,"bf:subject <P10256value> .
# with literal value
bf:subject [ a madsrdf:Authority ;
   madsrdf:authoritativeLabel ""P10256value"" ;
   rdfs:label ""P10256value"" ] .","subject*
or
subject >> madsrdf:Authority > madsrdf:authoritativeLabel > rdfs:label
"
has subject work,http://rdaregistry.info/Elements/w/P10257,"bf:subject <P10257value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10257value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
has subject expression,http://rdaregistry.info/Elements/w/P10258,"bf:subject <P10258value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10258value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
has subject manifestation,http://rdaregistry.info/Elements/w/P10259,"bf:subject <P10259value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10259value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
has subject item,http://rdaregistry.info/Elements/w/P10260,"bf:subject <P10260value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10260value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
has subject person,http://rdaregistry.info/Elements/w/P10261,"bf:subject <P10261value> .
# with literal value
bf:subject [ a madsrdf:Name ;
   rdfs:label  ""P10261value"" ] .","subject*
or
subject >> madsrdf:Name > rdfs:label"
has subject family,http://rdaregistry.info/Elements/w/P10262,"bf:subject <P10262value> .
# with literal value
bf:subject [ a madsrdf:Name ;
   rdfs:label  ""P10262value"" ] .","subject*
or
subject >> madsrdf:Name > rdfs:label"
has subject corporate body,http://rdaregistry.info/Elements/w/P10263,"bf:subject <P10263value> .
# with literal value
bf:subject [ a madsrdf:Name ;
   rdfs:label  ""P10263value"" ] ","subject*
or
subject >> madsrdf:Name > rdfs:label"
is subject work of,http://rdaregistry.info/Elements/w/P10264,"bf:referencedBy <P10264value> .
# with literal value
bf:referencedBy [ a bf:Work ;
rdfs:label ""P10264value"" ] .","referencedBy*
or
referencedBy >> Work > rdfs:label
"
is description of item (RDA 23.5),http://rdaregistry.info/Elements/w/P10265,"bf:subject <P10265value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10265value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is analysis of item (RDA 23.5),http://rdaregistry.info/Elements/w/P10266,"bf:subject <P10266value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10266value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is evaluation of item (RDA 23.5),http://rdaregistry.info/Elements/w/P10267,"bf:subject <P10267value>
# with literal value.
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10267value"" ] ","subject*
or
subject >> madsrdf:Title > rdfs:label"
is review of item (RDA 23.5),http://rdaregistry.info/Elements/w/P10268,"bf:subject <P10268value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10268value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is critique of item (RDA 23.5),http://rdaregistry.info/Elements/w/P10269,"bf:subject <P10269value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10269value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is commentary on item (RDA 23.5),http://rdaregistry.info/Elements/w/P10270,"bf:subject <P10270value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10270value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is description of manifestation (RDA 23.5),http://rdaregistry.info/Elements/w/P10271,"bf:subject <P10271value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10271value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is analysis of manifestation (RDA 23.5),http://rdaregistry.info/Elements/w/P10272,"bf:subject <P10272value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10272value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is evaluation of manifestation (RDA 23.5),http://rdaregistry.info/Elements/w/P10273,"bf:subject <P10273value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10273value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is review of manifestation (RDA 23.5),http://rdaregistry.info/Elements/w/P10274,"bf:subject <P10274value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10274value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is critique of manifestation (RDA 23.5),http://rdaregistry.info/Elements/w/P10275,"bf:subject <P10275value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10275value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label "
is commentary on manifestation (RDA 23.5),http://rdaregistry.info/Elements/w/P10276,"bf:subject <P10276value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10276value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is description of expression (RDA 23.5),http://rdaregistry.info/Elements/w/P10277,"bf:subject <P10277value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10277value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is analysis of expression (RDA 23.5),http://rdaregistry.info/Elements/w/P10278,"bf:subject <P10278value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10278value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is evaluation of expression (RDA 23.5),http://rdaregistry.info/Elements/w/P10279,"bf:subject <P10279value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10279value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is review of expression (RDA 23.5),http://rdaregistry.info/Elements/w/P10280,"bf:subject <P10280value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10280value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is critique of expression (RDA 23.5),http://rdaregistry.info/Elements/w/P10281,"bf:subject <P10281value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10281value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
is commentary on expression (RDA 23.5),http://rdaregistry.info/Elements/w/P10282,"bf:subject <P10282value> .
# with literal value
bf:subject [ a madsrdf:Title ;
   rdfs:label  ""P10282value"" ] .","subject*
or
subject >> madsrdf:Title > rdfs:label"
