RDA label,RDA IRI,pseudo-Turtle,Kiegel syntax
type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,rdf:type bf:Instance .,rdf:type=<http://id.loc.gov/ontologies/bibframe/Instance>
has carrier type (RDA 3.3),http://rdaregistry.info/Elements/m/P30001,"bf:carrier [ a bf:Carrier ;
   rdfs:label ""P30001value"" ] .
# with IRI value
bf:carrier <P30001value> .","carrier >> Carrier > rdfs:label
or
carrier*"
has media type (RDA 3.2),http://rdaregistry.info/Elements/m/P30002,"bf:media [ a bf:Media ;
   rdfs:label ""P30002value"" ] .
# with IRI value
bf:media <P30002value> .","media >> Media > rdfs:label
or
media*"
has mode of issuance (RDA 2.13),http://rdaregistry.info/Elements/m/P30003,"bf:issuance <P30003value> .
# with literal value
bf:issuance [ a bf:Issuance ;
   rdfs:label ""P30003value"" ] .","issuance*
or
issuance >> Issuance > rdfs:label "
has identifier for manifestation (RDA 2.15),http://rdaregistry.info/Elements/m/P30004,"

bf:identifiedBy <P30004value> .
# with literal value:
bf:identifiedBy [ a bf:Identifier ;
   rdf:value ""P30004value"" ] .
# with literal value and source:
bf:identifiedBy [ a bf:Identifier ;
   rdf:value ""P30004value"" ;
   bf:source [ a bf:Source ;
      rdfs:label ""source name"" ] .
# note: with literal value:
  #if possible type the bf:Identifier node as a subclass of bf:Identifier""","identifierBy*
or
identifiedBy >> Identifier > rdf:value
or
identifiedBy >> Identifier > rdf:value > source >> Source > rdfs:label
or
identifiedBy >> Identifier.subclass > rdf:value
"
has preferred citation (RDA 2.16),http://rdaregistry.info/Elements/m/P30005,"bf:preferredCitation ""P30005value"" .",preferredCitation
has regional encoding (RDA 3.19.6),http://rdaregistry.info/Elements/m/P30006,"bf:digitalCharacteristic [ a bf:RegionalEncoding ;
   rdfs:label ""P30006value"" ] .
# with IRI value
bf:digitalCharacteristic <P30006value> .","digitalCharacteristic >> RegionalEncoding > rdfs:label
or
digitalCharacteristic*"
has copyright date (RDA 2.11),http://rdaregistry.info/Elements/m/P30007,"
bf:copyrightDate ""P30007value"" .",copyrightDate
has date of distribution (RDA 2.9.6),http://rdaregistry.info/Elements/m/P30008,"
bf:provisionActivity [ a bf:Distribution ;
   bf:date ""P30008value"" ] .",provisionActivity >> Distribution > date
has date of production (RDA 2.7.6),http://rdaregistry.info/Elements/m/P30009,"bf:provisionActivity [ a bf:Production ;
   bf:date ""P30009value"" ] .",provisionActivity >> Production > date
has date of manufacture (RDA 2.10.6),http://rdaregistry.info/Elements/m/P30010,"bf:provisionActivity [ a bf:Manufacture ;
   bf:date ""P30010value"" ] .
",provisionActivity >> Manufacture > date
has date of publication (RDA 2.8.6),http://rdaregistry.info/Elements/m/P30011,"
bf:provisionActivity [ a bf:Publication ;
   bf:date ""P30011value"" ] .",provisionActivity >> Publication > date
has parallel designation of named revision of edition (RDA 2.5.7),http://rdaregistry.info/Elements/m/P30012,"bf:editionStatement ""P30012value"" .",editionStatement
has parallel designation of edition (RDA 2.5.3),http://rdaregistry.info/Elements/m/P30013,"bf:editionStatement ""P30013value"" .",editionStatement
has numbering within series (RDA 2.12.9),http://rdaregistry.info/Elements/m/P30014,"bf:seriesEnumeration ""P30014value"" .",seriesEnumeration
has electronic reproduction of manifestation (RDA 24.5),http://rdaregistry.info/Elements/m/P30016,"
bf:hasReproduction [ a bf:Electronic ;
   rdfs:label ""P30016value"" ] .
# with IRI value
bf:hasReproduction <P30016value> .","hasReproduction >> Electronic > rdfs:label
or
hasReproduction*"
has parallel name of distributor (RDA 2.9.5),http://rdaregistry.info/Elements/m/P30017,"bf:provisionActivity [ a bf:Distribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P30017value"" ] ] .",provisionActivity >> Distribution > agent >> Agent > rdfs:label
has file type (RDA 3.19.2),http://rdaregistry.info/Elements/m/P30018,"bf:digitalCharacteristic [ a bf:FileType ;
   rdfs:label ""P30018value"" ] .
# with IRI value
bf:digitalCharacteristic <P30018value> .","digitalCharacteristic >> FileType > rdfs:label
or
digitalCharacteristic*"
is facsimile part of (RDA 24.5),http://rdaregistry.info/Elements/m/P30019,"bf:partOf [ a bf:Instance ;
   rdfs:label ""P30019value"" ] .
# with IRI value
bf:partOf <P30019value> .","partOf >> Instance > rdfs:label
or
partOf*"
is part of manifestation (RDA 24.5),http://rdaregistry.info/Elements/m/P30020,"bf:partOf [ a bf:Instance ;
   rdfs:label ""P30020value"" ] .
# with IRI value
bf:partOf <P30020value> .","partOf >> Instance > rdfs:label
or
partOf*"
has preservation facsimile of manifestation (RDA 24.5),http://rdaregistry.info/Elements/m/P30021,"bf:hasReproduction [ a bf:Instance ;
   rdfs:label ""P30021value"" ] .
# with IRI value
bf:hasReproduction <P30021value> .","hasReproduction >> Instance > rdfs:label
or
hasReproduction*"
has insert (RDA 24.5),http://rdaregistry.info/Elements/m/P30022,"bf:hasPart [ a bf:Instance ;
   rdfs:label ""P30022value"" ] .
# with IRI value
bf:hasPart <P30022value> .","hasPart >> Instance > rdfs:label
or
hasPart*"
has equivalent manifestation (RDA 24.5),http://rdaregistry.info/Elements/m/P30024,"bf:hasEquivalent [ a bf:Instance ;
   rdfs:label ""P30024value"" ] .
# with IRI value
bf:hasEquivalent <P30024value> .","hasEquivalent >> Instance > rdfs:label
or
hasEquivalent*"
is inserted in (RDA 24.5),http://rdaregistry.info/Elements/m/P30025,"bf:partOf [ a bf:Instance ;
   rdfs:label ""P30025value"" ] .
# with IRI value
bf:partOf <P30025value> .","partOf >> Instance > rdfs:label
or
partOf*"
is also issued as (RDA 24.5),http://rdaregistry.info/Elements/m/P30026,"bf:otherPhysicalFormat [ a bf:Instance ;
   rdfs:label ""P30026value"" ] .
# with IRI value
bf:otherPhysicalFormat <P30026value> .","otherPhysicalFormat >> Instance > rdfs:label
or
otherPhysicalFormat*"
is accompanied by manifestation (RDA 24.5),http://rdaregistry.info/Elements/m/P30027,"bf:accompaniedBy [ a bf:Instance ;
   rdfs:label ""P30027value"" ] .
# with IRI value
bf:accompaniedBy <P30027value> .","accompaniedBy >> Instance > rdfs:label
or
accompaniedBy*"
has mirror site (RDA 24.5),http://rdaregistry.info/Elements/m/P30028,"bf:hasEquivalent [ a bf:Instance ;
   rdfs:label ""P30028value"" ] .
# with IRI value
bf:hasEquivalent <P30028value> .","hasEquivalent >> Instance > rdfs:label
or
hasEquivalent*"
has digital transfer of manifestation (RDA 24.5),http://rdaregistry.info/Elements/m/P30029,"bf:hasReproduction [ a bf:Instance ;
   rdfs:label ""P30029value"" ] .
# with IRI value
bf:hasReproduction <P30029value> .","hasReproduction >> Instance > rdfs:label
or
hasReproduction*"
has facsimile of manifestation (RDA 24.5),http://rdaregistry.info/Elements/m/P30031,"bf:hasReproduction [ a bf:Instance ;
   rdfs:label ""P30031value"" ] .
# with IRI value
bf:hasReproduction <P30031value> .","hasReproduction >> Instance > rdfs:label
or
hasReproduction*"
has part manifestation (RDA 24.5),http://rdaregistry.info/Elements/m/P30033,"bf:hasPart [ a bf:Instance ;
   rdfs:label ""P30033value"" ] .
# with IRI value
bf:hasPart <P30033value> .","hasPart >> Instance > rdfs:label
or
hasPart*"
is issued with (RDA 24.5),http://rdaregistry.info/Elements/m/P30035,"bf:issuedWith [ a bf:Instance ;
   rdfs:label ""P30035value"" ] .
# with IRI value
bf:issuedWith <P30035value> .","issuedWith >> Instance > rdfs:label
or
issuedWith*"
is on disc with manifestation (RDA 24.5),http://rdaregistry.info/Elements/m/P30036,"bf:issuedWith [ a bf:Instance ;
   rdfs:label ""P30036value"" ] .
# with IRI value
bf:issuedWith <P30036value> .","issuedWith >> Instance > rdfs:label
or
issuedWith*"
is filmed with manifestation (RDA 24.5),http://rdaregistry.info/Elements/m/P30037,"bf:issuedWith [ a bf:Instance ;
   rdfs:label ""P30037value"" ] .
# with IRI value
bf:issuedWith <P30037value> .","issuedWith >> Instance > rdfs:label
or
issuedWith*"
is reprinted as manifestation (RDA 24.5),http://rdaregistry.info/Elements/m/P30038,"bf:hasReproduction [ a bf:Instance ;
   rdfs:label ""P30038value"" ] .
# with IRI value
bf:hasReproduction <P30038value> .","hasReproduction >> Instance > rdfs:label
or
hasReproduction*"
is reproduced as manifestation (RDA 24.5),http://rdaregistry.info/Elements/m/P30039,"bf:hasReproduction [ a bf:Instance ;
   rdfs:label ""P30039value"" ] .
# with IRI value
bf:hasReproduction <P30039value> .","hasReproduction >> Instance > rdfs:label
or
hasReproduction*"
is digital transfer of manifestation of (RDA 24.5),http://rdaregistry.info/Elements/m/P30040,"bf:hasReproduction [ a bf:Instance ;
   rdfs:label ""P30040value"" ] .
# with IRI value
bf:hasReproduction <P30040value> .","hasReproduction >> Instance > rdfs:label
or
hasReproduction*"
is reproduction of manifestation of (RDA 24.5),http://rdaregistry.info/Elements/m/P30043,"bf:reproductionOf [ a bf:Instance ;
   rdfs:label ""P30043value"" ] .
# with IRI value
bf:reproductionOf <P30043value> .","reproductionOf >> Instance > rdfs:label
or
reproductionOf*"
is preservation facsimile of manifestation of (RDA 24.5),http://rdaregistry.info/Elements/m/P30045,"bf:reproductionOf [ a bf:Instance ;
   rdfs:label ""P30045value"" ] .
# with IRI value
bf:reproductionOf <P30045value> .","reproductionOf >> Instance > rdfs:label
or
reproductionOf*"
has facsimile part (RDA 24.5),http://rdaregistry.info/Elements/m/P30046,"bf:hasPart [ a bf:Instance ;
   rdfs:label ""P30046value"" ] .
# with IRI value
bf:hasPart <P30046value> .","hasPart >> Instance > rdfs:label
or
hasPart*"
is facsimile of manifestation of (RDA 24.5),http://rdaregistry.info/Elements/m/P30047,"bf:reproductionOf [ a bf:Instance ;
   rdfs:label ""P30047value"" ] .
# with IRI value
bf:reproductionOf <P30047value> .","reproductionOf >> Instance > rdfs:label
or
reproductionOf*"
has related manifestation of manifestation,http://rdaregistry.info/Elements/m/P30048,"bf:relatedTo [ a bf:Instance ;
   rdfs:label ""P30048value"" ] .
# with IRI value
bf:relatedTo <P30048value> .","relatedTo >> Instance > rdfs:label
or
relatedTo*"
has parallel name of manufacturer (RDA 2.10.5),http://rdaregistry.info/Elements/m/P30049,"bf:provisionActivity [ a bf:Manufacture ;
   bf:agent [ a bf:Agent ;
   rdfs:label ""P30049value"" ] ] .",provisionActivity >> Manufacture > agent >> Agent > rdfs:label
"has note on issue, part, or iteration used as basis for identification of manifestation (RDA 2.17.13)",http://rdaregistry.info/Elements/m/P30050,"bf:note [ a bf:Note ;
   rdfs:label ""P30050value"" ;
   bf:noteType ""issue, part, or iteration used as basis for identification of manifestation"" ] .","note >> Note > rdfs:label > noteType=""issue, part, or iteration used as basis for identification of manifestation"""
has note on changes in carrier characteristics (RDA 3.21.4),http://rdaregistry.info/Elements/m/P30051,"bf:note [ a bf:Note ;
   rdfs:label ""P30051value"" ;
   bf:noteType ""changes in carrier characteristics"" ] .","note >> Note > rdfs:label > noteType=""changes in carrier characteristics"""
has note on distribution statement (RDA 2.17.8),http://rdaregistry.info/Elements/m/P30052,"bf:note [ a bf:Note ;
   rdfs:label ""P30052value"" ;
   bf:noteType ""distribution statement"" ] .","note >> Note > rdfs:label > noteType=""distribution statement"""
has note on manufacture statement (RDA 2.17.9),http://rdaregistry.info/Elements/m/P30053,"bf:note [ a bf:Note ;
   rdfs:label ""P30053value"" ;
   bf:noteType ""manufacture statement"" ] .","note >> Note > rdfs:label > noteType=""manufacture statement"""
has note on production statement (RDA 2.17.6),http://rdaregistry.info/Elements/m/P30054,"bf:note [ a bf:Note ;
   rdfs:label ""P30054value"" ;
   bf:noteType ""production statement"" ] .","note >> Note > rdfs:label > noteType=""production statement"""
has note on publication statement (RDA 2.17.7),http://rdaregistry.info/Elements/m/P30055,"bf:note [ a bf:Note ;
   rdfs:label ""P30055value"" ;
   bf:noteType ""publication statement"" ] .","note >> Note > rdfs:label > noteType=""publication statement"""
has note on frequency (RDA 2.17.12),http://rdaregistry.info/Elements/m/P30056,"bf:note [ a bf:Note ;
   rdfs:label ""P30056value"" ;
   bf:noteType ""frequency"" ] .","note >> Note > rdfs:label > noteType=""frequency"""
has note on statement of responsibility (RDA 2.17.3),http://rdaregistry.info/Elements/m/P30057,"bf:note [ a bf:Note ;
   rdfs:label ""P30057value"" ;
   bf:noteType ""statement of responsibility"" ] .","note >> Note > rdfs:label > noteType=""statement of responsibility"""
has note on series statement (RDA 2.17.11),http://rdaregistry.info/Elements/m/P30058,"bf:note [ a bf:Note ;
   rdfs:label ""P30058value"" ;
   bf:noteType ""series statement"" ] .","note >> Note > rdfs:label > noteType=""series statement"""
has note on copyright date (RDA 2.17.10),http://rdaregistry.info/Elements/m/P30059,"bf:note [ a bf:Note ;
   rdfs:label ""P30059value"" ;
   bf:noteType ""copyright date"" ] .","note >> Note > rdfs:label > noteType=""copyright date"""
has note on dimensions of manifestation (RDA 3.21.3),http://rdaregistry.info/Elements/m/P30060,"bf:note [ a bf:Note ;
   rdfs:label ""P30060value"" ;
   bf:noteType ""dimensions of manifestation"" ] .","note >> Note > rdfs:label > noteType=""dimensions of manifestation"""
has note on extent of manifestation (RDA 3.21.2),http://rdaregistry.info/Elements/m/P30061,"bf:note [ a bf:Note ;
   rdfs:label ""P30061value"" ;
   bf:noteType ""extent of manifestation"" ] .","note >> Note > rdfs:label > noteType=""extent of manifestation"""
has note on numbering of sequence (RDA 2.17.5),http://rdaregistry.info/Elements/m/P30062,"bf:note [ a bf:Note ;
   rdfs:label ""P30062value"" ;
   bf:noteType ""numbering of sequence"" ] .","note >> Note > rdfs:label > noteType=""numbering of sequence"""
has note on title (RDA 2.17.2),http://rdaregistry.info/Elements/m/P30063,"bf:note [ a bf:Note ;
   rdfs:label ""P30063value"" ;
   bf:noteType ""title"" ] .","note >> Note > rdfs:label > noteType=""title"""
has note on edition statement (RDA 2.17.4),http://rdaregistry.info/Elements/m/P30064,"bf:note [ a bf:Note ;
   rdfs:label ""P30064value"" ;
   bf:noteType ""edition statement"" ] .","note >> Note > rdfs:label > noteType=""edition statement"""
has publisher number for notated music (RDA 2.15.2),http://rdaregistry.info/Elements/m/P30065,"bf:identifiedBy [ a bf:MusicPublisherNumber ;
  rdf:value ""P30065value"" ] .
# with IRI value
bf:identifiedBy <P30065value> .","identifiedBy >> MusicPublisherNumber > rdf:value
or
identifiedBy*"
has plate number for notated music (RDA 2.15.3),http://rdaregistry.info/Elements/m/P30066,"bf:identifiedBy [ a bf:MusicPlate ;
  rdf:value ""P30065value"" ] .
# with IRI value
bf:identifiedBy <P30065value> .","identifiedBy >> MusicPlate > rdf:value
or
identifiedBy*"
has broadcaster agent (RDA 18.5),http://rdaregistry.info/Elements/m/P30067,"bf:provisionActivity [ a bf:Publication;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30067value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “broadcaster” ;
        bf:noteType “role in publication” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30067value” ] ;
    bf:role <http://id.loc.gov/vocabulary/relators/brd> ] .
# with IRI value
bf:provisionActivity [ a bf:Distribution ;
    bf:agent  <P30067value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “broadcaster” ;
        bf:noteType “role in publication” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30067value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/brd> ] .","provisionActivity >> Publication > agent >> Agent > rdfs:label ; > note >> Note > rdfs:label=""broadcaster"" > noteType=""role in publication"" ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/brd>
or
provisionActivity >> Publication > agent* > note >> Note > rdfs:label=""broadcaster"" > noteType=""role in publication"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/brd> "
has film distributor agent (RDA 18.5),http://rdaregistry.info/Elements/m/P30068,"bf:provisionActivity [ a bf:Distribution ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30068value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “film distributor” ;
        bf:noteType “role in distribution” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30068value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/fds> ] .
# with IRI value
bf:provisionActivity [ a bf:Distribution ;
    bf:agent  <P30068value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “film distributor” ;
        bf:noteType “role in distribution” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30068value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/fds> ] .","provisionActivity >> Distribution > agent >> Agent > rdfs:label ; note >> Note > rdfs:label=""film distributor"" > noteType=""role in distribution"" ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/fds>
or
provisionActivity >> Distribution > agent* > note >> Note > rdfs:label=""film distributor"" > noteType=""role in distribution"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/fds> "
has book designer agent (RDA 18.5),http://rdaregistry.info/Elements/m/P30069,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30069value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “book designer” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a  bf:Agent ;
        rdfs:label “P30069value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/bkd> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30069value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “book designer” ;
        bf:noteType “role in manufacture ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30069value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/bkd> ] .","provisionActivity >> Manufacture > agent >> Agent > rdfs:label ; note >> Note > rdfs:label=""book designer"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/bkd>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""book designer"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/bkd> "
has engraver agent (RDA 18.5),http://rdaregistry.info/Elements/m/P30070,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30070value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “engraver” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30070value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/egr> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30070value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “engraver” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30070value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/egr> ] .","provisionActivity >> Manufacture > agent >> Agent > rdfs:label ; note >> Note > rdfs:label=""engraver"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/egr>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""engraver"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/egr> "
has braille embosser agent (RDA 18.5),http://rdaregistry.info/Elements/m/P30071,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30071value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Braille embosser” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30071value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/brl> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30071value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Braille embosser” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30071value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/brl> ] .","provisionActivity >> Manufacture > agent >> Agent > rdfs:label ; note >> Note > rdfs:label=""Braille embosser"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/brl>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Braille embosser"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/brl> "
has printmaker agent (RDA 18.5),http://rdaregistry.info/Elements/m/P30072,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30072value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Printmaker” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30072value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/prm> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30072value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Printmaker” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30072value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/prm> ] .
","provisionActivity >> Manufacture > agent >> Agent > rdfs:label ; note >> Note > rdfs:label=""Printmaker"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/prm>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Printmaker"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/prm> "
has caster agent (RDA 18.5),http://rdaregistry.info/Elements/m/P30073,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30073value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Caster” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30073value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/cas> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30073value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Caster” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30073value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/cas> ] .","provisionActivity >> Manufacture > agent >> Agent > rdfs:label ; note >> Note > rdfs:label=""Caster"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/cas>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Caster"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cas> "
has lithographer agent (RDA 18.5),http://rdaregistry.info/Elements/m/P30074,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30074value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Lithographer” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30074value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/ltg> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30074value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Lithographer” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30074value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/ltg> ] .","provisionActivity >> Manufacture > agent >> Agent > rdfs:label ; note >> Note > rdfs:label=""Lithographer"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/ltg>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Lithographer"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/ltg> "
has platemaker agent (RDA 18.5),http://rdaregistry.info/Elements/m/P30075,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30075value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Platemaker” ;
        bf:noteType “role in manufacture
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30075value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/plt> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30075value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Platemaker” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30075value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/plt> ] .","provisionActivity >> Manufacture > agent >> Agent > rdfs:label ; note >> Note > rdfs:label=""Platemaker"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/plt>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Platemaker"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/plt> "
has etcher agent (RDA 18.5),http://rdaregistry.info/Elements/m/P30076,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30076value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Etcher” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Agent ;
        rdfs:label “P30076value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/etr> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30076value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Etcher” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30076value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/etr> ] .","provisionActivity >> Manufacture > agent >> Agent > rdfs:label ; note >> Note > rdfs:label=""Etcher"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/etr>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Etcher"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/etr> "
