original_RDA_identifier,equivalent_BF_identifier
003c0e59-9ab1-4fc2-8522-1a7b78601fef,66e8ad7b-d0c0-4678-8e7a-73db09e9439a
018e4c97-fb45-4333-9e8e-6cc0584e49ac,cbc5ff2f-0652-425e-9ff8-28b6d13e2852
032cba08-e735-425c-bc88-9433d2616226,70a6106d-0138-43d2-907b-94d0a4010a81
0a4ea663-988e-474b-a25e-659b935b65a9,e630f7ed-8b8f-4078-870f-d2440590c8d7
0c687772-a7be-40e6-82c0-f00c4c59a319,bc302a12-2540-4b53-9127-f7a14f2613df
1079c5c0-7ecd-4fb0-a090-f5a4bcabdf94,f67b40de-e115-42d3-a26b-be287841de70
1204a5b5-49c0-40b0-b7ce-cdee99e8e54b,c17f1a38-1530-4446-a249-9edca04a41fa
1383668f-9764-4092-a900-6d24dc7b6954,964addbe-d936-4b69-a890-3b362250292e
15381424-2eda-4d58-ad47-b1029e784398,a7828f0d-f89a-4280-8d37-9196ae60eb4c
16a61969-3b31-4e09-bba0-0319a13895d1,b9d5c0da-8c86-41be-8148-c8de6768fbd6
16ac9fa7-4e65-44ca-99f0-c19931503e64,78ef406f-2e22-4fc2-b8a2-9b33f6ba28cd
18435621-8e0f-4e45-b7df-890f0114d5ce,04f8a882-eac8-4817-8cc3-c0a147c8293e
199fd36d-eb47-4a1a-849b-2de1549e24ea,4855decb-e61c-4d3f-8764-f64fe169a030
1a09069d-8165-42ae-bfc0-f6b269b4d34b,0c649743-5192-4a5f-b195-b4fff10d5757
1fcacdb5-8245-4f0e-9900-0b080d38d8a2,2117c091-a398-4803-b9da-2503420e717d
20492d30-7f5a-48fc-9857-ca975c586494,4ed75165-8e28-44c3-b921-e2ffea68da71
204dc35b-d74a-45f6-ba66-ff5cbe3a75b3,11911a35-6639-4eec-8389-faf9dd8698fd
20578541-d001-4b6a-818c-413ee8d77b4a,663c5408-a6a7-4030-82e9-c80d084ee4ab
224f348e-85a0-4832-9d42-f779a37457da,799badaf-fd5d-46f6-9fe4-de631903ce4d
2370edaa-0c6e-4d0c-baef-994235d4f86c,925db5ef-0515-4e4f-a29a-f59ce6bfd3ac
2442f2d5-0841-4384-b08e-bd25c3a3d4e9,e8f984d6-e182-4c5c-88d6-7fb3139d3168
